Year,Region,Sex,Age Group,Ethnic Group,Measure,Value,Flags
"2018","Southland Region","Total Both Sexes","20 to 24","Other Ethnicity","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","20 to 24","Other Ethnicity","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",1116,
"2018","Northland Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",1055,
"2018","Auckland Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",1161,
"2018","Auckland Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",1074,
"2018","Waikato Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",1097,
"2018","Waikato Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",1013,
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",966,
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",938,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","European","Average Weekly Earnings",986,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","European","Median Weekly Earnings",874,
"2018","Taranaki Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",801,
"2018","Taranaki Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",780,
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",975,
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",978,
"2018","Wellington Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",1098,
"2018","Wellington Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",1055,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","European","Average Weekly Earnings",976,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","European","Median Weekly Earnings",880,
"2018","Canterbury Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",1103,
"2018","Canterbury Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",1055,
"2018","Otago Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",1059,
"2018","Otago Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",922,
"2018","Southland Region","Total Both Sexes","25 to 29","European","Average Weekly Earnings",868,
"2018","Southland Region","Total Both Sexes","25 to 29","European","Median Weekly Earnings",812,
"2018","Northland Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",1080,
"2018","Northland Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",1055,
"2018","Auckland Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",915,
"2018","Auckland Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",948,
"2018","Waikato Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",928,
"2018","Waikato Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",958,
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",891,
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",855,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",929,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",949,
"2018","Taranaki Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",845,
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",917,
"2018","Wellington Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",935,
"2018","Wellington Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",806,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",1138,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",825,
"2018","Canterbury Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",824,
"2018","Canterbury Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",874,
"2018","Otago Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","Maori","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","Maori","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",995,
"2018","Auckland Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",840,
"2018","Waikato Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",880,
"2018","Waikato Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",900,
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",987,
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",840,
"2018","Wellington Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",960,
"2018","Wellington Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",863,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","Pacific Peoples","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","Pacific Peoples","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",967,
"2018","Auckland Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",959,
"2018","Waikato Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",850,
"2018","Waikato Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",794,
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",794,
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",700,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",1041,
"2018","Wellington Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",1074,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",871,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",959,
"2018","Canterbury Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",939,
"2018","Canterbury Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",900,
"2018","Otago Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",906,
"2018","Otago Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",788,
"2018","Southland Region","Total Both Sexes","25 to 29","Asian","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","Asian","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",679,
"2018","Auckland Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",665,
"2018","Waikato Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","MELAA","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","MELAA","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","Other Ethnicity","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","25 to 29","Other Ethnicity","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",980,
"2018","Northland Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",972,
"2018","Auckland Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1417,
"2018","Auckland Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1290,
"2018","Waikato Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1051,
"2018","Waikato Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",990,
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1376,
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1004,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1066,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1199,
"2018","Taranaki Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1282,
"2018","Taranaki Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1151,
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",949,
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",940,
"2018","Wellington Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1436,
"2018","Wellington Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1282,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","European","Average Weekly Earnings",989,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","European","Median Weekly Earnings",874,
"2018","Canterbury Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1096,
"2018","Canterbury Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1104,
"2018","Otago Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1109,
"2018","Otago Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1040,
"2018","Southland Region","Total Both Sexes","30 to 34","European","Average Weekly Earnings",1176,
"2018","Southland Region","Total Both Sexes","30 to 34","European","Median Weekly Earnings",1151,
"2018","Northland Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",1068,
"2018","Northland Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",1055,
"2018","Auckland Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",1026,
"2018","Auckland Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",972,
"2018","Waikato Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",975,
"2018","Waikato Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",1151,
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",1059,
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",855,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",1038,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",921,
"2018","Taranaki Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",932,
"2018","Taranaki Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",980,
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",892,
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",959,
"2018","Wellington Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",1171,
"2018","Wellington Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",1129,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",790,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",1062,
"2018","Canterbury Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",869,
"2018","Canterbury Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",797,
"2018","Otago Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","Maori","Average Weekly Earnings",849,
"2018","Southland Region","Total Both Sexes","30 to 34","Maori","Median Weekly Earnings",921,
"2018","Northland Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",1018,
"2018","Auckland Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",1000,
"2018","Waikato Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",885,
"2018","Waikato Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",863,
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",829,
"2018","Wellington Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",863,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","Pacific Peoples","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","Pacific Peoples","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",1110,
"2018","Northland Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",896,
"2018","Auckland Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",1123,
"2018","Auckland Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",978,
"2018","Waikato Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",1157,
"2018","Waikato Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",1104,
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",826,
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",684,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",798,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",815,
"2018","Taranaki Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",1272,
"2018","Wellington Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",1036,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",987,
"2018","Canterbury Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",943,
"2018","Otago Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",1315,
"2018","Otago Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",1000,
"2018","Southland Region","Total Both Sexes","30 to 34","Asian","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","Asian","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",1045,
"2018","Auckland Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",1120,
"2018","Waikato Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","MELAA","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","MELAA","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",940,
"2018","Taranaki Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",861,
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
